AccountID,CustomerID,TypeID,Amount,TransactionDate,DeviceID,ATMID,LocationID,TransactionMode,Status,IsFraud,FraudReason
984,984,7,133266.41,2025-05-01 09:52:00,984,29,2,UPI,Failed,0,
526,526,9,19174.63,2025-05-01 09:53:00,526,3,5,UPI,Success,1,Multiple Transactions
975,975,6,2340.58,2025-05-01 09:54:00,975,2,1,NETBANKING,Success,0,
696,696,1,7906.39,2025-05-01 09:55:00,696,2,5,UPI,Success,0,
332,332,1,124467.97,2025-05-01 09:56:00,332,28,2,UPI,Success,0,
866,866,8,158460.83,2025-05-01 09:57:00,866,16,6,UPI,Success,0,
888,888,5,181704.97,2025-05-01 09:58:00,888,23,10,NETBANKING,Success,1,High Amount Transaction
185,185,8,146454.1,2025-05-01 09:59:00,185,28,10,UPI,Success,0,
958,958,1,46813.02,2025-05-01 10:00:00,958,26,5,RTGS,Success,0,
466,466,9,6812.46,2025-05-01 10:01:00,466,25,10,NETBANKING,Success,0,
25,25,7,181068.07,2025-05-01 10:02:00,25,22,10,POS,Success,1,Foreign Location
158,158,6,25595.75,2025-05-01 10:03:00,158,24,6,POS,Pending,0,
905,905,8,158423.02,2025-05-01 10:04:00,905,11,4,UPI,Failed,0,
273,273,4,64486.03,2025-05-01 10:05:00,273,23,1,UPI,Success,0,
182,182,2,137632.31,2025-05-01 10:06:00,182,28,3,IMPS,Success,0,
107,107,1,61319.29,2025-05-01 10:07:00,107,20,2,UPI,Success,1,Night Transaction
30,30,5,187096.83,2025-05-01 10:08:00,30,14,6,POS,Success,0,
918,918,2,170046.64,2025-05-01 10:09:00,918,21,5,RTGS,Success,1,New Device Transaction
909,909,6,167390.8,2025-05-01 10:10:00,909,21,9,RTGS,Success,1,New Device Transaction
703,703,8,61584.64,2025-05-01 10:11:00,703,10,2,ATM,Success,0,
237,237,3,92973.28,2025-05-01 10:12:00,237,9,2,RTGS,Success,0,
590,590,9,6736.1,2025-05-01 10:13:00,590,23,2,IMPS,Success,0,
375,375,3,110828.36,2025-05-01 10:14:00,375,20,7,IMPS,Success,1,New Device Transaction
756,756,10,109082.46,2025-05-01 10:15:00,756,14,5,POS,Success,0,
760,760,2,14608.11,2025-05-01 10:16:00,760,25,9,NEFT,Success,0,
903,903,8,146967.95,2025-05-01 10:17:00,903,27,3,NETBANKING,Pending,0,
60,60,3,54634.23,2025-05-01 10:18:00,60,15,3,RTGS,Success,0,
327,327,5,13418.88,2025-05-01 10:19:00,327,29,2,UPI,Success,0,
892,892,1,145040.67,2025-05-01 10:20:00,892,1,1,NEFT,Failed,0,
735,735,3,114813.09,2025-05-01 10:21:00,735,28,9,UPI,Success,0,
417,417,1,180958.4,2025-05-01 10:22:00,417,26,8,UPI,Pending,0,
252,252,5,75412.02,2025-05-01 10:23:00,252,26,8,POS,Success,0,
290,290,10,45977.87,2025-05-01 10:24:00,290,4,9,RTGS,Success,0,
679,679,1,91954.65,2025-05-01 10:25:00,679,23,2,ATM,Success,0,
577,577,7,61185.68,2025-05-01 10:26:00,577,1,6,NEFT,Success,0,
217,217,10,99456.26,2025-05-01 10:27:00,217,24,2,RTGS,Success,0,
356,356,8,109872.05,2025-05-01 10:28:00,356,2,6,ATM,Pending,0,
338,338,2,104068.6,2025-05-01 10:29:00,338,11,6,RTGS,Pending,0,
747,747,4,1562.0,2025-05-01 10:30:00,747,27,9,IMPS,Success,0,
799,799,5,162596.75,2025-05-01 10:31:00,799,5,10,NEFT,Success,0,
813,813,6,82536.84,2025-05-01 10:32:00,813,30,4,IMPS,Success,0,
667,667,7,186634.72,2025-05-01 10:33:00,667,2,7,NETBANKING,Pending,0,
428,428,6,136616.49,2025-05-01 10:34:00,428,14,6,RTGS,Success,0,
821,821,9,120104.93,2025-05-01 10:35:00,821,25,8,ATM,Pending,0,
800,800,6,118691.72,2025-05-01 10:36:00,800,22,4,RTGS,Success,0,
367,367,4,89571.46,2025-05-01 10:37:00,367,11,3,NETBANKING,Success,0,
259,259,8,66829.67,2025-05-01 10:38:00,259,5,2,RTGS,Success,0,
225,225,10,123216.7,2025-05-01 10:39:00,225,24,3,NEFT,Success,1,Foreign Location
812,812,3,75545.86,2025-05-01 10:40:00,812,9,9,RTGS,Success,0,
890,890,6,189649.24,2025-05-01 10:41:00,890,22,4,IMPS,Failed,0,
827,827,9,167091.4,2025-05-01 10:42:00,827,21,8,RTGS,Success,0,
819,819,9,149034.61,2025-05-01 10:43:00,819,18,10,RTGS,Success,0,
836,836,2,179303.62,2025-05-01 10:44:00,836,10,1,POS,Success,0,
212,212,9,35471.89,2025-05-01 10:45:00,212,27,8,ATM,Success,0,
519,519,2,7479.95,2025-05-01 10:46:00,519,24,5,IMPS,Success,0,
605,605,8,175457.18,2025-05-01 10:47:00,605,12,9,UPI,Success,0,
353,353,2,182263.35,2025-05-01 10:48:00,353,29,3,NETBANKING,Success,0,
796,796,1,121593.63,2025-05-01 10:49:00,796,15,9,POS,Success,0,
500,500,1,145685.69,2025-05-01 10:50:00,500,9,2,UPI,Success,0,
351,351,6,120882.33,2025-05-01 10:51:00,351,20,2,NEFT,Success,0,
297,297,10,138676.76,2025-05-01 10:52:00,297,15,1,POS,Success,0,
41,41,9,159422.45,2025-05-01 10:53:00,41,13,8,ATM,Success,0,
294,294,10,40121.88,2025-05-01 10:54:00,294,20,10,POS,Success,0,
312,312,10,29771.7,2025-05-01 10:55:00,312,8,6,NETBANKING,Success,0,
861,861,7,17652.85,2025-05-01 10:56:00,861,12,5,ATM,Success,0,
40,40,10,66129.29,2025-05-01 10:57:00,40,1,9,IMPS,Success,0,
897,897,8,86883.26,2025-05-01 10:58:00,897,20,9,ATM,Success,0,
223,223,2,166002.24,2025-05-01 10:59:00,223,28,9,NEFT,Success,0,
419,419,8,73226.37,2025-05-01 11:00:00,419,7,5,ATM,Success,0,
673,673,2,29264.78,2025-05-01 11:01:00,673,24,4,ATM,Success,0,
239,239,8,163554.44,2025-05-01 11:02:00,239,27,7,IMPS,Success,0,
620,620,1,6184.62,2025-05-01 11:03:00,620,2,7,NEFT,Success,0,
497,497,7,197468.2,2025-05-01 11:04:00,497,22,8,NETBANKING,Success,0,
413,413,6,141013.28,2025-05-01 11:05:00,413,28,4,NETBANKING,Success,0,
638,638,5,161046.83,2025-05-01 11:06:00,638,23,9,IMPS,Success,0,
594,594,3,1098.11,2025-05-01 11:07:00,594,9,1,NETBANKING,Success,0,
28,28,5,97542.6,2025-05-01 11:08:00,28,6,10,NETBANKING,Success,0,
657,657,10,197976.59,2025-05-01 11:09:00,657,30,5,ATM,Success,0,
348,348,9,131938.1,2025-05-01 11:10:00,348,15,10,UPI,Success,0,
499,499,5,178586.33,2025-05-01 11:11:00,499,7,8,NETBANKING,Success,0,
660,660,5,167633.33,2025-05-01 11:12:00,660,17,6,IMPS,Pending,0,
224,224,4,62943.27,2025-05-01 11:13:00,224,4,8,POS,Success,0,
765,765,5,82003.66,2025-05-01 11:14:00,765,28,5,NEFT,Success,0,
263,263,3,161294.02,2025-05-01 11:15:00,263,9,9,POS,Success,0,
375,375,7,193690.38,2025-05-01 11:16:00,375,9,7,UPI,Success,0,
240,240,2,86686.56,2025-05-01 11:17:00,240,18,1,UPI,Success,0,
354,354,3,146480.89,2025-05-01 11:18:00,354,1,4,POS,Success,0,
727,727,2,86221.79,2025-05-01 11:19:00,727,2,7,POS,Failed,1,Night Transaction
783,783,4,77414.89,2025-05-01 11:20:00,783,10,5,ATM,Success,0,
98,98,1,185727.65,2025-05-01 11:21:00,98,8,3,NETBANKING,Success,0,
82,82,9,33254.53,2025-05-01 11:22:00,82,22,10,UPI,Failed,0,
591,591,5,54964.57,2025-05-01 11:23:00,591,26,8,NETBANKING,Success,1,High Amount Transaction
840,840,1,69599.23,2025-05-01 11:24:00,840,15,4,POS,Success,0,
802,802,9,13853.1,2025-05-01 11:25:00,802,8,8,UPI,Success,1,Foreign Location
624,624,4,15974.69,2025-05-01 11:26:00,624,3,5,IMPS,Success,0,
909,909,6,70536.76,2025-05-01 11:27:00,909,29,3,ATM,Success,0,
675,675,9,5461.9,2025-05-01 11:28:00,675,7,5,ATM,Success,0,
360,360,4,88982.61,2025-05-01 11:29:00,360,2,10,NETBANKING,Success,0,
24,24,9,174623.23,2025-05-01 11:30:00,24,5,2,RTGS,Success,0,
839,839,7,182288.3,2025-05-01 11:31:00,839,15,1,NETBANKING,Success,0,
436,436,4,122276.37,2025-05-01 11:32:00,436,1,3,RTGS,Success,0,
761,761,6,136663.94,2025-05-01 11:33:00,761,16,10,POS,Success,0,
680,680,8,4984.47,2025-05-01 11:34:00,680,14,4,POS,Success,0,
330,330,9,114008.16,2025-05-01 11:35:00,330,6,6,IMPS,Success,0,
585,585,8,152929.99,2025-05-01 11:36:00,585,2,5,IMPS,Success,0,
45,45,4,193954.01,2025-05-01 11:37:00,45,14,2,ATM,Success,0,
148,148,10,37875.58,2025-05-01 11:38:00,148,5,2,POS,Success,0,
341,341,8,95491.38,2025-05-01 11:39:00,341,3,6,UPI,Success,0,
285,285,6,198266.75,2025-05-01 11:40:00,285,5,3,RTGS,Success,0,
56,56,1,96730.03,2025-05-01 11:41:00,56,26,8,UPI,Success,0,
824,824,3,31159.27,2025-05-01 11:42:00,824,22,9,POS,Success,0,
529,529,2,28731.84,2025-05-01 11:43:00,529,17,4,UPI,Success,0,
854,854,3,133641.86,2025-05-01 11:44:00,854,18,3,ATM,Success,1,New Device Transaction
505,505,8,149771.98,2025-05-01 11:45:00,505,7,8,UPI,Success,0,
397,397,10,36433.96,2025-05-01 11:46:00,397,9,2,POS,Success,0,
439,439,6,188420.21,2025-05-01 11:47:00,439,5,6,NEFT,Success,0,
727,727,9,72655.4,2025-05-01 11:48:00,727,16,4,NETBANKING,Success,0,
130,130,10,34754.35,2025-05-01 11:49:00,130,25,7,POS,Failed,0,
301,301,9,114714.53,2025-05-01 11:50:00,301,12,1,NEFT,Success,0,
764,764,10,7119.77,2025-05-01 11:51:00,764,17,3,POS,Success,0,
226,226,7,164951.34,2025-05-01 11:52:00,226,30,2,NETBANKING,Success,0,
10,10,6,125997.6,2025-05-01 11:53:00,10,8,10,POS,Success,0,
929,929,4,65342.51,2025-05-01 11:54:00,929,12,1,POS,Success,0,
656,656,3,45546.76,2025-05-01 11:55:00,656,22,1,ATM,Success,0,
494,494,10,75056.66,2025-05-01 11:56:00,494,15,5,UPI,Success,0,
557,557,8,48453.91,2025-05-01 11:57:00,557,18,2,UPI,Success,0,
229,229,3,121085.75,2025-05-01 11:58:00,229,14,2,POS,Success,0,
48,48,7,103163.73,2025-05-01 11:59:00,48,27,9,POS,Success,0,
501,501,7,155778.52,2025-05-01 12:00:00,501,20,1,ATM,Success,0,
401,401,7,186185.06,2025-05-01 12:01:00,401,18,4,ATM,Success,0,
287,287,8,37512.94,2025-05-01 12:02:00,287,3,9,UPI,Success,0,
791,791,6,42152.89,2025-05-01 12:03:00,791,11,1,UPI,Failed,0,
712,712,1,116276.57,2025-05-01 12:04:00,712,22,6,NEFT,Success,0,
659,659,5,71538.69,2025-05-01 12:05:00,659,28,6,POS,Success,0,
200,200,9,38659.02,2025-05-01 12:06:00,200,17,7,NEFT,Success,0,
132,132,9,131944.22,2025-05-01 12:07:00,132,12,6,IMPS,Success,1,Night Transaction
163,163,10,107699.6,2025-05-01 12:08:00,163,9,7,ATM,Success,0,
174,174,5,180735.4,2025-05-01 12:09:00,174,16,4,NEFT,Success,0,
898,898,7,189663.08,2025-05-01 12:10:00,898,20,1,POS,Success,0,
629,629,4,198388.54,2025-05-01 12:11:00,629,24,1,IMPS,Success,0,
864,864,6,138876.1,2025-05-01 12:12:00,864,10,9,UPI,Success,0,
517,517,5,188179.79,2025-05-01 12:13:00,517,22,7,IMPS,Success,0,
939,939,4,2783.69,2025-05-01 12:14:00,939,24,7,IMPS,Success,0,
953,953,2,144329.6,2025-05-01 12:15:00,953,8,3,ATM,Pending,0,
347,347,8,172693.01,2025-05-01 12:16:00,347,22,7,POS,Success,0,
790,790,2,4279.8,2025-05-01 12:17:00,790,10,6,NETBANKING,Success,0,
930,930,1,66660.16,2025-05-01 12:18:00,930,6,7,IMPS,Success,0,
446,446,9,183603.34,2025-05-01 12:19:00,446,27,10,NEFT,Success,0,
649,649,10,134512.28,2025-05-01 12:20:00,649,11,6,RTGS,Success,0,
871,871,1,98374.9,2025-05-01 12:21:00,871,15,1,NETBANKING,Success,0,
309,309,4,91981.61,2025-05-01 12:22:00,309,13,7,NEFT,Pending,0,
206,206,3,189683.75,2025-05-01 12:23:00,206,9,4,RTGS,Success,0,
117,117,7,90896.18,2025-05-01 12:24:00,117,22,8,RTGS,Success,0,
640,640,7,196571.83,2025-05-01 12:25:00,640,10,6,POS,Success,0,
824,824,2,1286.14,2025-05-01 12:26:00,824,23,4,UPI,Pending,0,
957,957,1,1141.75,2025-05-01 12:27:00,957,9,4,ATM,Success,0,
671,671,7,991.61,2025-05-01 12:28:00,671,4,9,UPI,Success,0,
868,868,7,16108.02,2025-05-01 12:29:00,868,6,5,RTGS,Success,0,
395,395,4,178238.98,2025-05-01 12:30:00,395,6,5,ATM,Failed,0,
451,451,5,95427.42,2025-05-01 12:31:00,451,14,2,NETBANKING,Success,0,
652,652,5,29464.51,2025-05-01 12:32:00,652,27,2,ATM,Pending,0,
163,163,10,68861.24,2025-05-01 12:33:00,163,23,8,NETBANKING,Success,0,
135,135,10,79616.46,2025-05-01 12:34:00,135,6,6,ATM,Success,0,
832,832,2,117912.54,2025-05-01 12:35:00,832,1,8,RTGS,Success,0,
470,470,7,127640.44,2025-05-01 12:36:00,470,24,6,NETBANKING,Success,1,High Amount Transaction
798,798,1,62640.28,2025-05-01 12:37:00,798,1,10,POS,Failed,0,
37,37,9,15055.9,2025-05-01 12:38:00,37,10,4,NETBANKING,Success,1,Night Transaction
733,733,10,46966.67,2025-05-01 12:39:00,733,23,5,NETBANKING,Success,0,
514,514,8,53844.56,2025-05-01 12:40:00,514,22,8,UPI,Pending,0,
757,757,7,107167.64,2025-05-01 12:41:00,757,15,1,IMPS,Success,0,
314,314,2,63064.82,2025-05-01 12:42:00,314,26,8,RTGS,Success,0,
248,248,6,124993.13,2025-05-01 12:43:00,248,2,6,NEFT,Success,0,
232,232,6,199950.91,2025-05-01 12:44:00,232,2,3,NEFT,Pending,0,
877,877,9,38357.5,2025-05-01 12:45:00,877,22,1,RTGS,Success,0,
63,63,1,131909.18,2025-05-01 12:46:00,63,23,2,NEFT,Success,0,
58,58,1,5890.91,2025-05-01 12:47:00,58,20,5,NETBANKING,Success,0,
236,236,5,136908.54,2025-05-01 12:48:00,236,27,1,ATM,Success,0,
647,647,7,166639.99,2025-05-01 12:49:00,647,27,7,NETBANKING,Success,0,
278,278,2,70190.53,2025-05-01 12:50:00,278,30,6,ATM,Failed,0,
70,70,5,141371.92,2025-05-01 12:51:00,70,28,8,ATM,Success,0,
989,989,6,156131.22,2025-05-01 12:52:00,989,27,1,UPI,Success,0,
574,574,9,198195.36,2025-05-01 12:53:00,574,14,10,RTGS,Failed,0,
621,621,1,137072.56,2025-05-01 12:54:00,621,17,5,NEFT,Success,0,
771,771,5,100942.59,2025-05-01 12:55:00,771,22,3,NEFT,Pending,0,
222,222,3,167613.13,2025-05-01 12:56:00,222,19,3,IMPS,Success,0,
519,519,8,91848.18,2025-05-01 12:57:00,519,27,2,NEFT,Success,0,
753,753,4,132629.99,2025-05-01 12:58:00,753,29,4,POS,Success,0,
459,459,9,13382.93,2025-05-01 12:59:00,459,22,1,NEFT,Success,0,
477,477,10,178910.95,2025-05-01 13:00:00,477,9,6,RTGS,Success,0,
806,806,8,79925.98,2025-05-01 13:01:00,806,16,7,POS,Success,0,
49,49,5,87116.66,2025-05-01 13:02:00,49,12,9,RTGS,Success,1,Multiple Transactions
901,901,3,140635.65,2025-05-01 13:03:00,901,29,10,NETBANKING,Success,0,
220,220,2,11299.31,2025-05-01 13:04:00,220,20,7,RTGS,Success,0,
49,49,1,25259.62,2025-05-01 13:05:00,49,24,10,NEFT,Failed,0,
801,801,2,191456.4,2025-05-01 13:06:00,801,25,7,UPI,Success,0,
655,655,3,9919.45,2025-05-01 13:07:00,655,30,3,RTGS,Success,0,
910,910,6,144854.36,2025-05-01 13:08:00,910,20,3,POS,Success,0,
707,707,10,112788.58,2025-05-01 13:09:00,707,8,8,IMPS,Failed,1,New Device Transaction
666,666,9,80882.97,2025-05-01 13:10:00,666,2,2,NETBANKING,Success,0,
222,222,7,10812.52,2025-05-01 13:11:00,222,25,2,POS,Success,0,
1,1,3,87120.51,2025-05-01 13:12:00,1,18,5,POS,Success,0,
673,673,7,121438.25,2025-05-01 13:13:00,673,8,2,NEFT,Success,1,Night Transaction
683,683,1,88520.95,2025-05-01 13:14:00,683,13,2,RTGS,Failed,1,New Device Transaction
690,690,5,170069.43,2025-05-01 13:15:00,690,19,6,UPI,Success,0,
879,879,10,105000.25,2025-05-01 13:16:00,879,12,7,ATM,Success,0,
754,754,5,3367.44,2025-05-01 13:17:00,754,25,8,NETBANKING,Failed,1,Multiple Transactions
796,796,9,41012.95,2025-05-01 13:18:00,796,30,6,POS,Success,0,
247,247,10,173357.78,2025-05-01 13:19:00,247,10,10,NETBANKING,Failed,0,
146,146,5,54220.13,2025-05-01 13:20:00,146,4,3,POS,Success,0,
290,290,10,41373.1,2025-05-01 13:21:00,290,19,4,ATM,Success,1,Multiple Transactions
124,124,7,1502.0,2025-05-01 13:22:00,124,28,10,POS,Pending,0,
647,647,8,146666.65,2025-05-01 13:23:00,647,30,3,NETBANKING,Success,0,
451,451,10,50115.4,2025-05-01 13:24:00,451,11,8,RTGS,Success,0,
602,602,6,170969.86,2025-05-01 13:25:00,602,23,4,ATM,Success,0,
650,650,6,107835.54,2025-05-01 13:26:00,650,11,10,POS,Success,0,
884,884,1,129007.05,2025-05-01 13:27:00,884,15,7,ATM,Success,0,
444,444,5,199151.15,2025-05-01 13:28:00,444,15,9,IMPS,Success,0,
332,332,8,146922.12,2025-05-01 13:29:00,332,29,3,IMPS,Success,0,
277,277,4,88934.98,2025-05-01 13:30:00,277,13,4,POS,Success,0,
901,901,1,162493.16,2025-05-01 13:31:00,901,2,6,IMPS,Success,0,
742,742,6,54169.81,2025-05-01 13:32:00,742,16,5,UPI,Success,0,
