AccountID,CustomerID,TypeID,Amount,TransactionDate,DeviceID,ATMID,LocationID,TransactionMode,Status,IsFraud,FraudReason
381,381,4,438118.76,2025-02-24 03:27:00,381,24,9,NEFT,Success,0,
595,595,7,284052.21,2024-03-12 21:07:00,595,15,10,IMPS,Success,0,
446,446,1,231310.05,2024-07-24 08:40:00,446,10,8,IMPS,Success,0,
7,7,1,687823.67,2024-10-10 10:59:00,7,4,2,IMPS,Success,0,
581,581,1,474048.8,2024-07-07 00:11:00,581,14,5,IMPS,Success,0,
286,286,10,441460.18,2024-09-14 14:56:00,286,26,7,POS,Success,0,
449,449,3,625984.15,2025-01-11 09:10:00,449,1,3,RTGS,Success,0,
565,565,8,136459.38,2024-12-11 20:32:00,565,25,2,POS,Success,0,
720,720,1,26360.12,2025-04-26 19:52:00,720,15,4,NEFT,Success,0,
908,908,3,380896.75,2024-03-07 02:12:00,908,1,9,POS,Success,0,
841,841,2,518273.6,2024-08-21 11:08:00,841,22,1,IMPS,Success,0,
280,280,8,752753.08,2025-01-08 09:19:00,280,28,1,ATM,Success,0,
908,908,4,494685.63,2024-01-10 08:44:00,908,23,3,POS,Success,0,
326,326,8,304912.56,2025-04-28 08:49:00,326,8,9,NETBANKING,Success,0,
2,2,7,531179.07,2025-03-18 14:32:00,2,28,9,NEFT,Failed,0,
142,142,2,439236.27,2024-11-13 12:40:00,142,14,4,IMPS,Pending,0,
638,638,5,170542.01,2024-03-10 08:13:00,638,5,5,NETBANKING,Failed,0,
989,989,5,753107.87,2025-01-12 18:11:00,989,6,10,POS,Success,0,
406,406,7,338193.15,2024-11-15 08:16:00,406,16,7,IMPS,Success,0,
21,21,9,568807.7,2024-05-29 11:07:00,21,3,4,RTGS,Success,0,
262,262,1,636031.29,2024-10-02 02:50:00,262,4,3,NETBANKING,Success,0,
705,705,6,285080.4,2024-05-03 10:45:00,705,20,2,ATM,Success,0,
639,639,7,203080.96,2024-06-28 01:27:00,639,28,7,RTGS,Success,0,
678,678,6,128083.32,2024-03-17 03:30:00,678,5,5,POS,Success,0,
247,247,3,713466.24,2024-10-06 16:01:00,247,16,1,NEFT,Success,0,
587,587,3,726904.72,2024-10-28 22:51:00,587,21,5,NEFT,Success,0,
427,427,9,280606.69,2024-05-21 15:54:00,427,2,10,NETBANKING,Success,0,
18,18,6,612339.7,2025-02-14 13:57:00,18,29,3,NEFT,Success,0,
232,232,5,298029.23,2024-06-25 05:44:00,232,25,6,UPI,Success,0,
823,823,2,274908.64,2024-11-25 05:44:00,823,9,3,NEFT,Success,0,
458,458,2,516122.82,2025-04-05 10:20:00,458,16,3,IMPS,Success,0,
976,976,6,267282.72,2025-01-24 06:21:00,976,1,3,RTGS,Success,0,
413,413,9,439170.22,2025-02-09 23:05:00,413,15,3,NEFT,Success,0,
373,373,3,296117.34,2025-02-10 04:15:00,373,3,4,NETBANKING,Success,0,
633,633,7,145999.48,2024-12-09 08:20:00,633,21,1,NEFT,Success,0,
217,217,3,711828.47,2025-02-10 16:19:00,217,30,1,ATM,Success,0,
955,955,6,81957.07,2024-09-22 06:20:00,955,25,2,ATM,Success,0,
644,644,9,492788.95,2024-03-30 03:38:00,644,2,2,IMPS,Success,0,
299,299,5,564742.73,2024-08-30 01:34:00,299,26,3,NETBANKING,Pending,0,
332,332,4,222810.28,2024-06-12 14:56:00,332,16,7,NEFT,Success,0,
189,189,3,719529.47,2024-09-14 01:20:00,189,16,5,UPI,Success,0,
773,773,3,712986.26,2024-05-13 09:06:00,773,29,9,NETBANKING,Success,0,
977,977,5,612070.89,2024-11-30 11:32:00,977,16,5,ATM,Success,0,
806,806,9,296094.15,2025-01-29 12:08:00,806,16,8,RTGS,Success,0,
677,677,1,772552.56,2025-03-05 05:21:00,677,16,8,IMPS,Success,0,
301,301,1,100068.04,2024-07-10 11:46:00,301,26,9,ATM,Success,1,High Amount Transaction
955,955,7,710555.19,2024-06-11 21:07:00,955,14,1,NEFT,Pending,0,
326,326,7,346426.6,2025-04-04 00:57:00,326,25,9,NETBANKING,Success,0,
405,405,10,494406.23,2024-12-07 08:44:00,405,30,8,UPI,Success,1,Multiple Transactions
608,608,6,390878.16,2024-03-08 18:04:00,608,5,5,IMPS,Success,0,
706,706,8,31307.06,2024-05-13 02:31:00,706,30,6,NETBANKING,Success,0,
538,538,4,72421.27,2025-01-13 14:16:00,538,29,2,NEFT,Success,0,
91,91,7,304254.09,2024-07-27 04:45:00,91,18,4,UPI,Success,0,
894,894,2,102327.76,2024-12-05 20:07:00,894,7,9,NEFT,Success,0,
174,174,2,596657.84,2024-11-01 02:59:00,174,12,10,POS,Success,0,
904,904,1,287563.12,2024-05-08 17:39:00,904,16,10,RTGS,Success,0,
282,282,10,570567.15,2025-01-17 22:24:00,282,2,3,IMPS,Success,0,
71,71,6,308034.82,2024-12-26 22:35:00,71,16,6,NEFT,Pending,0,
93,93,10,128165.9,2024-08-23 19:27:00,93,19,8,UPI,Success,0,
106,106,1,523484.71,2024-05-14 05:02:00,106,29,2,UPI,Success,0,
252,252,4,576288.52,2025-02-18 06:44:00,252,11,7,NETBANKING,Success,0,
215,215,6,587374.99,2025-01-24 11:50:00,215,14,5,POS,Success,0,
636,636,6,235691.78,2024-09-16 08:44:00,636,7,2,IMPS,Failed,0,
623,623,6,242979.37,2025-03-03 10:22:00,623,23,2,ATM,Success,0,
190,190,1,261070.3,2025-03-09 07:33:00,190,17,8,NETBANKING,Success,1,Foreign Location
924,924,7,166783.74,2025-01-01 16:59:00,924,8,8,IMPS,Success,0,
829,829,10,165826.97,2024-07-13 02:18:00,829,20,4,ATM,Success,0,
467,467,7,734400.33,2024-03-17 03:03:00,467,15,3,ATM,Success,0,
313,313,5,148639.76,2025-04-23 00:34:00,313,20,2,UPI,Success,0,
755,755,3,470591.91,2024-02-11 10:40:00,755,13,9,NETBANKING,Success,0,
923,923,7,11930.62,2024-06-05 06:55:00,923,6,10,UPI,Pending,0,
242,242,7,380547.83,2025-01-26 02:28:00,242,4,3,ATM,Success,0,
771,771,10,597627.79,2024-02-24 07:46:00,771,18,2,ATM,Pending,0,
523,523,5,620949.35,2024-02-11 21:25:00,523,26,6,RTGS,Pending,0,
707,707,10,109352.61,2025-03-27 06:16:00,707,23,10,UPI,Success,0,
184,184,5,742219.68,2024-11-20 15:13:00,184,13,3,NETBANKING,Success,0,
15,15,10,414415.12,2024-05-01 20:32:00,15,22,6,IMPS,Success,0,
933,933,4,538097.86,2025-02-03 16:11:00,933,7,10,ATM,Success,0,
174,174,8,456894.18,2024-05-26 06:56:00,174,19,9,IMPS,Failed,0,
287,287,1,27177.52,2024-11-29 14:36:00,287,22,3,NEFT,Success,0,
238,238,7,646367.09,2024-08-07 16:48:00,238,1,4,POS,Success,0,
98,98,1,57895.23,2024-01-07 01:58:00,98,16,6,NETBANKING,Success,0,
276,276,2,514982.13,2024-11-03 08:36:00,276,3,5,RTGS,Success,0,
538,538,6,331555.62,2024-11-04 02:30:00,538,27,5,POS,Success,0,
414,414,2,360823.91,2024-03-01 13:58:00,414,30,10,ATM,Success,0,
10,10,9,765696.02,2024-11-11 11:27:00,10,29,6,ATM,Success,0,
692,692,4,395441.74,2024-10-10 10:58:00,692,26,3,ATM,Success,0,
532,532,2,593900.06,2024-06-28 23:52:00,532,4,9,RTGS,Success,0,
174,174,9,561816.43,2024-05-26 15:52:00,174,16,9,NETBANKING,Success,0,
133,133,3,676833.38,2025-01-03 07:43:00,133,24,7,NETBANKING,Pending,0,
343,343,4,596071.56,2024-06-02 02:53:00,343,1,8,IMPS,Success,0,
554,554,1,351497.21,2024-11-19 08:33:00,554,16,8,POS,Success,0,
706,706,10,748385.24,2024-02-08 06:56:00,706,5,4,UPI,Failed,0,
779,779,1,734989.45,2025-03-03 16:46:00,779,26,3,ATM,Success,0,
146,146,9,778397.78,2024-03-09 05:41:00,146,4,7,NETBANKING,Success,0,
255,255,1,289340.96,2024-07-05 06:38:00,255,29,1,IMPS,Success,0,
362,362,1,266400.02,2024-09-07 19:06:00,362,1,2,IMPS,Failed,0,
478,478,3,694119.24,2024-04-09 15:21:00,478,9,3,IMPS,Success,0,
269,269,3,753473.03,2024-08-05 15:19:00,269,16,6,ATM,Success,1,High Amount Transaction
525,525,10,394264.9,2024-04-21 23:16:00,525,11,9,NETBANKING,Success,0,
135,135,9,118128.76,2024-03-04 23:29:00,135,20,10,ATM,Success,0,
963,963,1,371634.94,2024-05-09 20:56:00,963,19,6,NEFT,Success,0,
724,724,3,419325.51,2024-09-27 17:30:00,724,5,3,UPI,Success,0,
785,785,2,616209.22,2024-05-24 00:03:00,785,9,10,RTGS,Pending,0,
606,606,1,267947.2,2025-03-24 10:33:00,606,13,10,POS,Pending,0,
677,677,5,322387.68,2024-12-21 17:44:00,677,24,2,NETBANKING,Success,0,
380,380,1,630405.86,2024-10-14 23:09:00,380,1,5,ATM,Success,0,
911,911,4,52765.22,2024-09-17 00:56:00,911,10,2,IMPS,Success,0,
523,523,6,779491.97,2024-01-23 21:07:00,523,20,4,RTGS,Success,0,
98,98,7,717014.88,2025-02-22 07:06:00,98,15,1,NETBANKING,Success,0,
70,70,3,313498.46,2024-08-11 17:29:00,70,18,2,NETBANKING,Success,0,
374,374,1,399921.82,2025-02-25 08:56:00,374,6,10,RTGS,Success,0,
383,383,2,483082.52,2024-09-26 11:56:00,383,19,7,RTGS,Success,0,
657,657,3,204241.71,2024-10-08 14:30:00,657,3,4,POS,Success,0,
807,807,1,137326.24,2024-11-20 15:14:00,807,22,2,NEFT,Success,0,
265,265,10,406653.61,2025-01-03 01:30:00,265,29,8,UPI,Success,0,
152,152,8,72165.15,2025-01-01 11:06:00,152,30,9,IMPS,Success,0,
624,624,6,457606.55,2024-04-18 03:36:00,624,5,1,ATM,Success,0,
750,750,2,103811.09,2025-03-24 02:01:00,750,4,8,RTGS,Success,0,
609,609,3,514775.19,2024-07-22 23:24:00,609,5,7,UPI,Success,0,
951,951,7,548352.44,2025-03-04 03:35:00,951,22,4,RTGS,Success,0,
174,174,6,310525.86,2024-12-08 02:54:00,174,6,10,IMPS,Success,0,
794,794,7,572769.43,2024-12-24 22:42:00,794,23,2,ATM,Failed,0,
377,377,9,240887.94,2025-03-02 19:53:00,377,28,8,IMPS,Success,0,
764,764,6,30614.99,2025-01-01 11:36:00,764,8,7,NETBANKING,Success,0,
391,391,2,117351.02,2025-03-31 11:50:00,391,14,1,ATM,Success,0,
643,643,7,113242.51,2024-12-13 00:33:00,643,27,9,ATM,Failed,0,
149,149,4,136371.73,2024-02-14 20:55:00,149,2,5,UPI,Success,1,New Device
153,153,5,258506.74,2025-02-24 08:03:00,153,17,9,ATM,Success,0,
764,764,7,507504.95,2024-10-28 20:07:00,764,22,10,IMPS,Success,0,
321,321,8,648207.4,2024-06-17 18:52:00,321,21,1,NETBANKING,Success,0,
545,545,4,255312.98,2024-02-07 12:27:00,545,15,6,ATM,Success,0,
293,293,6,163197.06,2025-04-17 00:45:00,293,15,7,UPI,Success,0,
63,63,3,47383.22,2024-09-23 02:18:00,63,18,4,UPI,Success,0,
341,341,7,420239.73,2025-03-11 14:53:00,341,7,4,UPI,Success,0,
693,693,7,594963.18,2025-01-22 19:39:00,693,22,9,NEFT,Success,0,
20,20,6,605875.65,2024-06-01 04:18:00,20,22,5,RTGS,Success,0,
180,180,7,30960.17,2025-04-06 05:36:00,180,21,3,NEFT,Success,0,
721,721,7,174705.15,2024-02-14 03:27:00,721,29,2,POS,Success,0,
96,96,7,458384.7,2024-03-06 14:05:00,96,10,4,IMPS,Success,0,
713,713,4,60693.19,2024-12-04 23:09:00,713,14,7,IMPS,Pending,0,
165,165,3,148449.2,2025-03-18 16:03:00,165,27,1,NETBANKING,Pending,0,
872,872,4,492494.31,2025-02-22 19:58:00,872,30,8,ATM,Success,0,
234,234,4,244407.04,2024-05-20 05:16:00,234,23,8,NETBANKING,Success,0,
548,548,2,298779.94,2024-09-25 16:13:00,548,19,6,ATM,Success,0,
505,505,3,575764.34,2024-05-08 14:08:00,505,10,1,NEFT,Success,0,
501,501,9,297941.08,2024-09-27 18:33:00,501,3,4,ATM,Success,0,
914,914,8,750929.71,2025-04-25 03:07:00,914,6,7,IMPS,Success,0,
867,867,6,289690.05,2024-03-19 14:30:00,867,4,7,NETBANKING,Success,0,
480,480,7,296871.02,2025-01-16 02:00:00,480,27,7,NETBANKING,Success,0,
160,160,5,434109.87,2024-07-06 18:09:00,160,15,6,UPI,Success,0,
88,88,7,527140.69,2024-12-14 06:12:00,88,15,4,UPI,Success,0,
463,463,6,312914.59,2025-02-26 16:58:00,463,24,9,RTGS,Success,0,
543,543,4,288197.36,2025-03-22 07:39:00,543,1,7,NEFT,Success,0,
329,329,5,421016.69,2024-10-10 04:30:00,329,11,9,IMPS,Success,0,
870,870,4,21435.34,2025-03-10 13:18:00,870,6,9,NEFT,Success,0,
152,152,4,169407.91,2024-11-21 00:04:00,152,21,8,ATM,Success,0,
123,123,1,564884.73,2024-08-03 02:01:00,123,16,9,POS,Success,0,
699,699,7,138539.54,2024-01-14 09:48:00,699,8,4,POS,Success,0,
151,151,6,406864.46,2024-03-01 05:45:00,151,22,4,NEFT,Success,0,
360,360,4,695852.23,2024-01-23 17:23:00,360,23,3,POS,Success,0,
601,601,8,787388.38,2024-11-11 04:59:00,601,15,10,ATM,Success,1,Night Transaction
194,194,9,286797.85,2024-05-25 07:38:00,194,13,4,ATM,Success,0,
937,937,5,419307.12,2024-10-29 20:39:00,937,18,8,ATM,Success,1,High Amount Transaction
983,983,10,60981.4,2025-04-01 11:22:00,983,15,8,NEFT,Success,0,
221,221,1,569007.76,2024-10-08 05:21:00,221,6,1,NETBANKING,Success,0,
602,602,3,795217.18,2025-01-01 05:50:00,602,30,7,NETBANKING,Success,0,
522,522,6,641651.13,2024-11-06 15:42:00,522,10,2,UPI,Success,0,
366,366,2,76070.09,2024-11-15 02:00:00,366,3,2,RTGS,Success,0,
976,976,9,701143.25,2024-08-13 05:55:00,976,30,1,POS,Success,0,
365,365,2,248977.35,2024-09-02 04:37:00,365,29,10,RTGS,Success,0,
847,847,4,425950.4,2024-10-02 16:06:00,847,7,2,RTGS,Success,0,
102,102,1,169403.32,2024-02-29 08:29:00,102,22,4,POS,Success,0,
236,236,9,25486.8,2024-05-22 14:30:00,236,19,3,UPI,Success,0,
678,678,9,294186.7,2025-04-18 12:45:00,678,30,10,RTGS,Success,0,
341,341,1,662788.06,2025-02-01 04:11:00,341,9,4,IMPS,Success,0,
799,799,2,50043.67,2024-03-30 00:33:00,799,19,10,ATM,Success,0,
612,612,4,686440.09,2025-01-06 20:16:00,612,9,8,POS,Success,0,
731,731,8,58225.06,2024-11-17 20:17:00,731,13,8,NETBANKING,Success,0,
477,477,4,460283.73,2024-10-19 21:34:00,477,28,4,NETBANKING,Success,0,
447,447,6,631506.1,2024-01-26 22:56:00,447,5,5,UPI,Success,0,
621,621,5,379481.76,2024-11-12 04:26:00,621,13,2,NEFT,Success,0,
594,594,5,352724.64,2024-05-27 00:43:00,594,9,5,ATM,Success,0,
513,513,7,481758.32,2024-03-23 09:59:00,513,30,4,IMPS,Success,0,
264,264,4,708118.71,2024-10-07 18:22:00,264,14,10,RTGS,Success,0,
468,468,10,414208.64,2024-05-15 14:30:00,468,21,7,NETBANKING,Success,0,
741,741,3,206556.89,2024-12-06 00:27:00,741,5,7,ATM,Success,0,
598,598,5,630344.75,2024-01-13 06:45:00,598,23,6,POS,Success,0,
725,725,4,51979.95,2024-01-28 02:23:00,725,27,8,NETBANKING,Success,0,
539,539,3,456589.72,2024-12-19 11:16:00,539,3,4,UPI,Success,0,
819,819,3,488067.25,2024-01-19 05:37:00,819,24,4,ATM,Success,0,
448,448,10,669459.21,2024-02-17 06:42:00,448,24,6,RTGS,Success,0,
902,902,6,550097.64,2024-12-28 18:12:00,902,4,1,NEFT,Success,0,
434,434,6,580732.89,2024-03-20 02:53:00,434,5,7,IMPS,Success,0,
656,656,4,406320.45,2024-07-14 02:42:00,656,22,6,IMPS,Success,0,
660,660,2,722916.93,2024-11-10 02:07:00,660,10,8,ATM,Success,0,
882,882,5,11920.16,2024-09-12 01:28:00,882,19,9,NETBANKING,Success,0,
909,909,9,436130.13,2025-01-09 16:04:00,909,10,4,UPI,Success,0,
298,298,3,200241.36,2025-04-27 00:39:00,298,2,6,NEFT,Success,0,
142,142,3,117815.97,2025-01-02 13:16:00,142,6,10,POS,Success,0,
488,488,10,176156.96,2024-12-13 20:24:00,488,17,7,ATM,Success,0,
439,439,7,416740.68,2025-01-11 09:14:00,439,23,4,NEFT,Success,0,
68,68,1,337115.52,2024-08-22 20:47:00,68,18,1,POS,Pending,0,
37,37,8,330378.46,2024-05-01 17:45:00,37,27,4,RTGS,Success,0,
153,153,9,293298.1,2025-01-28 12:29:00,153,18,5,RTGS,Success,0,
656,656,3,295956.41,2025-04-01 21:06:00,656,23,9,RTGS,Success,0,
106,106,6,531604.25,2024-11-05 11:10:00,106,4,2,NETBANKING,Success,0,
35,35,6,325958.83,2025-01-02 06:02:00,35,6,10,NETBANKING,Success,0,
541,541,5,330281.62,2025-02-26 04:52:00,541,21,10,POS,Success,1,Foreign Location
850,850,10,702809.11,2024-10-30 14:23:00,850,10,5,RTGS,Success,0,
784,784,5,444934.74,2024-01-12 05:38:00,784,1,6,UPI,Success,0,
608,608,1,780766.94,2024-02-27 20:59:00,608,20,1,RTGS,Success,0,
758,758,5,379756.52,2024-11-16 07:47:00,758,24,6,ATM,Success,0,
133,133,2,544985.4,2024-06-20 22:54:00,133,9,8,ATM,Success,0,
833,833,9,303364.53,2025-03-15 18:57:00,833,18,1,ATM,Success,0,
27,27,6,519005.52,2024-06-30 15:00:00,27,21,6,UPI,Success,0,
1,1,10,284812.08,2024-06-25 09:54:00,1,22,10,NEFT,Success,0,
811,811,7,535013.32,2024-03-04 14:32:00,811,20,7,IMPS,Success,0,
201,201,3,781345.48,2024-01-20 19:17:00,201,24,10,POS,Success,1,Foreign Location
422,422,9,407419.29,2024-10-18 15:04:00,422,23,1,POS,Success,0,
347,347,3,696042.81,2024-02-15 17:11:00,347,18,6,NEFT,Success,0,
84,84,1,155128.31,2024-04-12 02:35:00,84,22,9,RTGS,Success,0,
851,851,2,627801.39,2024-09-26 09:41:00,851,7,7,UPI,Success,0,
861,861,6,63361.72,2024-10-17 14:59:00,861,28,2,IMPS,Success,0,
137,137,4,97658.6,2024-05-03 01:31:00,137,26,9,ATM,Success,0,
919,919,6,619755.2,2024-11-24 03:31:00,919,1,1,RTGS,Success,0,
779,779,8,367468.74,2024-07-18 03:31:00,779,19,10,RTGS,Success,0,
965,965,6,32722.6,2024-02-09 19:29:00,965,29,1,IMPS,Success,1,Night Transaction
854,854,10,455749.24,2024-12-27 03:15:00,854,13,6,RTGS,Success,0,
74,74,5,572364.44,2025-01-17 23:53:00,74,19,9,NETBANKING,Pending,0,
467,467,1,782857.71,2024-03-31 00:38:00,467,17,5,RTGS,Success,0,
891,891,6,778051.25,2024-08-19 12:34:00,891,19,3,NETBANKING,Success,0,
992,992,3,25670.93,2024-12-13 23:56:00,992,11,9,IMPS,Success,0,
956,956,10,792894.45,2025-01-25 15:13:00,956,14,7,UPI,Success,0,
692,692,5,785485.36,2024-05-10 16:55:00,692,4,7,RTGS,Success,1,New Device
282,282,4,39562.18,2025-03-06 19:54:00,282,14,9,RTGS,Success,0,
954,954,7,523100.69,2025-02-17 12:42:00,954,2,2,NETBANKING,Success,0,
112,112,10,10753.7,2024-07-28 00:27:00,112,17,9,ATM,Success,0,
575,575,6,470545.86,2024-10-18 00:02:00,575,7,7,NEFT,Success,0,
863,863,6,94403.92,2024-02-07 11:15:00,863,30,2,ATM,Success,0,
404,404,2,584090.38,2025-02-25 13:20:00,404,28,1,ATM,Success,0,
217,217,5,666953.53,2024-06-20 21:27:00,217,23,1,IMPS,Success,0,
241,241,7,619913.62,2024-05-03 06:14:00,241,18,8,NEFT,Success,0,
854,854,3,215848.25,2024-08-21 19:03:00,854,1,6,NEFT,Success,0,
495,495,4,672060.04,2025-03-06 05:38:00,495,3,4,ATM,Success,0,
716,716,8,739755.18,2024-03-23 09:36:00,716,3,6,ATM,Pending,0,
259,259,7,269597.51,2024-01-25 17:56:00,259,28,7,UPI,Success,0,
876,876,4,107510.92,2024-01-09 21:48:00,876,26,8,UPI,Success,0,
184,184,8,310145.23,2024-05-10 04:57:00,184,15,8,RTGS,Success,0,
296,296,5,581745.17,2024-11-15 19:53:00,296,29,7,NETBANKING,Success,0,
610,610,1,105334.1,2025-01-01 18:38:00,610,1,5,ATM,Success,0,
185,185,8,556187.88,2024-08-27 16:05:00,185,18,4,RTGS,Success,0,
66,66,7,594397.54,2024-02-10 22:42:00,66,13,8,IMPS,Pending,0,
66,66,10,391571.84,2025-04-26 22:54:00,66,10,8,NETBANKING,Success,0,
936,936,6,692941.86,2025-03-07 15:38:00,936,15,3,POS,Success,0,
897,897,7,440651.03,2025-02-19 11:44:00,897,8,5,NEFT,Success,0,
173,173,8,55721.81,2025-04-30 22:08:00,173,26,4,UPI,Success,0,
1,1,1,354666.84,2024-07-25 09:10:00,1,26,8,UPI,Success,0,
713,713,4,500765.54,2024-10-18 05:23:00,713,25,1,NETBANKING,Success,0,
155,155,7,604945.39,2024-10-15 08:30:00,155,3,6,NETBANKING,Success,0,
17,17,4,341897.03,2024-12-15 03:05:00,17,23,2,NETBANKING,Success,0,
816,816,6,323098.02,2024-02-08 12:11:00,816,17,7,UPI,Success,0,
667,667,3,656326.93,2025-02-11 21:33:00,667,3,10,UPI,Success,0,
183,183,8,751923.13,2024-01-30 07:56:00,183,23,8,POS,Success,1,Night Transaction
177,177,3,470263.32,2025-02-02 02:25:00,177,16,6,IMPS,Success,0,
468,468,9,43130.15,2024-10-10 23:51:00,468,7,5,POS,Failed,0,
692,692,6,782225.8,2024-10-05 07:15:00,692,11,7,UPI,Success,1,New Device
476,476,2,322340.07,2024-11-29 03:08:00,476,26,5,NETBANKING,Success,0,
553,553,6,339391.99,2024-09-19 10:39:00,553,25,4,ATM,Success,0,
689,689,4,168216.58,2024-10-18 10:58:00,689,7,7,NEFT,Success,0,
136,136,7,105609.18,2024-12-04 01:04:00,136,23,7,NEFT,Success,0,
946,946,1,505833.42,2024-04-14 20:11:00,946,25,10,NEFT,Success,0,
239,239,2,504879.79,2024-02-28 12:28:00,239,4,10,UPI,Success,0,
222,222,9,408257.93,2025-02-05 15:10:00,222,22,2,POS,Success,0,
458,458,8,584598.62,2024-09-30 09:26:00,458,29,6,ATM,Failed,0,
110,110,9,28948.36,2025-01-23 13:31:00,110,29,3,UPI,Success,0,
602,602,7,500238.14,2024-02-16 19:41:00,602,12,8,IMPS,Pending,0,
707,707,4,798533.48,2024-02-28 13:12:00,707,10,5,ATM,Success,0,
973,973,4,546988.87,2024-08-04 13:22:00,973,16,7,UPI,Success,0,
860,860,5,105667.2,2025-01-09 13:19:00,860,10,6,UPI,Success,0,
349,349,9,252122.48,2025-04-04 00:55:00,349,26,9,UPI,Success,0,
887,887,1,261562.49,2025-04-15 17:50:00,887,12,10,RTGS,Success,0,
28,28,7,312741.67,2025-02-19 18:15:00,28,20,4,NEFT,Success,0,
980,980,2,727485.92,2025-01-05 22:27:00,980,17,4,UPI,Success,0,
453,453,2,487271.73,2024-12-28 07:37:00,453,6,6,IMPS,Failed,0,
623,623,2,263249.4,2024-10-04 19:50:00,623,6,6,POS,Success,1,Foreign Location
48,48,1,252843.49,2024-09-12 15:51:00,48,28,10,IMPS,Success,0,
25,25,3,711916.06,2024-03-31 18:54:00,25,10,9,RTGS,Success,0,
316,316,1,477220.39,2024-02-20 20:44:00,316,20,5,RTGS,Success,0,
691,691,9,795944.09,2024-06-25 20:08:00,691,19,9,RTGS,Success,0,
943,943,3,128431.28,2024-08-22 20:22:00,943,23,8,POS,Success,0,
348,348,7,242775.4,2024-11-01 04:46:00,348,12,9,NEFT,Success,1,Night Transaction
210,210,8,791213.47,2024-03-25 02:38:00,210,23,10,NEFT,Success,0,
464,464,3,436325.63,2024-04-13 17:03:00,464,21,2,NEFT,Success,0,
222,222,6,316896.92,2024-12-23 05:49:00,222,8,4,NEFT,Success,0,
220,220,3,17193.72,2024-09-17 17:51:00,220,2,9,UPI,Success,0,
895,895,7,578837.71,2024-03-25 14:23:00,895,21,8,RTGS,Success,0,
791,791,2,475552.23,2024-05-15 20:58:00,791,1,7,NETBANKING,Success,0,
641,641,4,779581.56,2024-04-18 22:34:00,641,11,6,UPI,Success,1,Night Transaction
773,773,10,36066.82,2024-09-26 09:00:00,773,27,9,NETBANKING,Success,0,
708,708,3,229694.71,2024-04-10 04:33:00,708,27,2,ATM,Success,0,
913,913,7,681739.02,2024-09-16 08:56:00,913,17,10,NETBANKING,Success,0,
896,896,8,167720.45,2025-01-09 12:08:00,896,17,9,ATM,Success,0,
972,972,9,161739.36,2025-04-18 15:53:00,972,11,8,NETBANKING,Success,0,
467,467,9,149815.61,2024-09-03 23:37:00,467,20,8,ATM,Success,0,
995,995,1,571801.57,2025-02-21 19:34:00,995,22,7,NETBANKING,Success,0,
287,287,7,542157.03,2024-12-01 22:30:00,287,20,9,POS,Success,0,
376,376,3,270876.22,2024-10-05 12:00:00,376,19,3,ATM,Success,0,
272,272,5,116622.51,2024-10-02 17:44:00,272,8,2,RTGS,Success,0,
474,474,8,395291.34,2025-02-23 02:42:00,474,14,8,NEFT,Success,0,
